OutcomeType,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color,Lifespan,Adaptability,Size
Euthanasia,Dog,Spayed Female,48.666666666666664,Pit Bull,Blue/White,182.5,3,Large
Adoption,Dog,Spayed Female,2.0,Chihuahua Longhair,Tricolor/Brown,219.0,5,Small
Adoption,Dog,Spayed Female,3.0,Pit Bull,Brown/White,182.5,3,Large
Transfer,Dog,Spayed Female,1.0,Siberian Husky,White/Black,170.33333333333334,5,Medium
Adoption,Dog,Spayed Female,9.0,Chihuahua Longhair,Brown/Black,219.0,5,Small
Adoption,Dog,Spayed Female,24.333333333333332,Pit Bull,Blue/White,182.5,3,Large
Transfer,Dog,Intact Female,5.0,German Shepherd,Tricolor,146.0,5,Medium to Large
Transfer,Dog,Neutered Male,85.16666666666667,Beagle,Tricolor,182.5,5,Small
Adoption,Dog,Neutered Male,24.333333333333332,Miniature Schnauzer,White,182.5,5,Small
Euthanasia,Cat,Intact Female,12.166666666666666,Domestic Shorthair,Blue/White,206.83333333333334,5,Medium
Transfer,Cat,Neutered Male,3.0,Domestic Shorthair,Black/White,206.83333333333334,5,Medium
Adoption,Dog,Neutered Male,36.5,Rottweiler,Black/Brown,12.166666666666666,3,Medium to Large
Transfer,Dog,Spayed Female,73.0,Labrador Retriever,Brown/Black,158.16666666666666,5,Medium
Adoption,Cat,Neutered Male,8.0,Domestic Shorthair,Silver Tabby/White,206.83333333333334,5,Medium
Transfer,Dog,Neutered Male,36.5,Pit Bull,Apricot/Brown,182.5,3,Large
Adoption,Dog,Spayed Female,97.33333333333333,Chihuahua Shorthair,Buff/Tan,219.0,5,Small
Adoption,Cat,Spayed Female,3.0,Domestic Shorthair,Tortie,206.83333333333334,5,Medium
Transfer,Dog,Neutered Male,12.166666666666666,Chihuahua Shorthair,Red/White,219.0,5,Small
Adoption,Dog,Neutered Male,24.333333333333332,Shetland Sheepdog,Black/White,170.33333333333334,5,Medium
Transfer,Cat,Intact Male,0.7,Domestic Shorthair,Orange Tabby/White,206.83333333333334,5,Medium
Return_to_owner,Dog,Neutered Male,73.0,Golden Retriever,Brown,158.16666666666666,5,Medium to Large
Transfer,Dog,Intact Female,2.0,Labrador Retriever,Black,158.16666666666666,5,Medium
Adoption,Cat,Neutered Male,2.0,Domestic Shorthair,Brown Tabby/White,206.83333333333334,5,Medium
Return_to_owner,Cat,Spayed Female,48.666666666666664,Angora,White,121.66666666666667,3,Small to Medium
Adoption,Cat,Neutered Male,4.0,Domestic Shorthair,Black,206.83333333333334,5,Medium
Transfer,Dog,Intact Male,24.333333333333332,Chihuahua Shorthair,Yellow,219.0,5,Small
Transfer,Dog,Spayed Female,60.833333333333336,Labrador Retriever,Tan,158.16666666666666,5,Medium
Adoption,Dog,Spayed Female,5.0,Chihuahua Longhair,Tan/White,219.0,5,Small
Transfer,Cat,Spayed Female,60.833333333333336,Domestic Shorthair,Torbie/White,206.83333333333334,5,Medium
Return_to_owner,Dog,Neutered Male,12.166666666666666,Catahoula,Brown Merle,170.33333333333334,3,Large
Return_to_owner,Dog,Neutered Male,12.166666666666666,Siberian Husky,Black/White,170.33333333333334,5,Medium
Adoption,Dog,Spayed Female,24.333333333333332,Pit Bull,Brown,182.5,3,Large
Adoption,Dog,Spayed Female,24.333333333333332,Chihuahua Shorthair,Red/White,219.0,5,Small
Return_to_owner,Dog,Neutered Male,24.333333333333332,Australian Shepherd,Brown Brindle,182.5,5,Medium
Transfer,Dog,Intact Male,2.0,Border Terrier,White/Cream,182.5,5,Small
Euthanasia,Dog,Intact Female,24.333333333333332,Border Collie,Chocolate/White,182.5,5,Medium
Adoption,Cat,Neutered Male,2.0,Domestic Shorthair,Brown Tabby/White,206.83333333333334,5,Medium
Adoption,Dog,Spayed Female,97.33333333333333,Chihuahua Shorthair,Black/White,219.0,5,Small
Transfer,Dog,Spayed Female,36.5,Siberian Husky,Black/White,170.33333333333334,5,Medium
Transfer,Dog,Intact Female,6.0,Pug,Tan/White,182.5,5,Small
Transfer,Cat,Intact Male,2.0,Domestic Medium Hair,Orange Tabby/White,206.83333333333334,5,Medium
Adoption,Cat,Spayed Female,2.0,Domestic Longhair,Blue Tabby/White,206.83333333333334,5,Medium
Adoption,Cat,Neutered Male,2.0,Domestic Shorthair,Orange Tabby/White,206.83333333333334,5,Medium
Adoption,Cat,Neutered Male,2.0,Domestic Shorthair,Blue/White,206.83333333333334,5,Medium
Euthanasia,Dog,Intact Female,60.833333333333336,Chinese Sharpei,Tan/Brown,121.66666666666667,3,Medium
Transfer,Dog,Spayed Female,36.5,Pekingese,Tan/Black,182.5,5,Small
Adoption,Dog,Neutered Male,12.166666666666666,Parson Russell Terrier,White/Orange,182.5,5,Medium
Adoption,Dog,Neutered Male,12.166666666666666,Dachshund,Brown Merle,170.33333333333334,5,Small
Return_to_owner,Dog,Neutered Male,12.166666666666666,Cocker Spaniel,Red,170.33333333333334,5,Medium
Adoption,Dog,Spayed Female,60.833333333333336,Chihuahua Shorthair,Black/Brown,219.0,5,Small
Transfer,Cat,Intact Male,0.7,Domestic Shorthair,Brown Tabby/White,206.83333333333334,5,Medium
Transfer,Dog,Intact Female,4.0,Doberman Pinsch,Black/Tan,146.0,5,Medium
Adoption,Dog,Neutered Male,36.5,Pit Bull,White/Chocolate,182.5,3,Large
Euthanasia,Dog,Intact Male,85.16666666666667,Chihuahua Shorthair,Brown/White,219.0,5,Small
Euthanasia,Dog,Intact Female,24.333333333333332,Miniature Pinscher,Black/Tan,182.5,5,Small
Transfer,Cat,Intact Female,4.0,Manx,Black/White,170.33333333333334,5,Medium to Large
Transfer,Dog,Intact Male,3.0,Anatol Shepherd,Tricolor,170.33333333333334,2,Large
Return_to_owner,Dog,Spayed Female,12.166666666666666,Chihuahua Shorthair,White/Tricolor,219.0,5,Small
Adoption,Cat,Neutered Male,2.0,Domestic Shorthair,Brown Tabby,206.83333333333334,5,Medium
Transfer,Cat,Intact Female,0.4666666666666667,Domestic Shorthair,Brown Tabby/White,206.83333333333334,5,Medium
Transfer,Dog,Neutered Male,24.333333333333332,Miniature Schnauzer,Sable,182.5,5,Small
Adoption,Dog,Neutered Male,24.333333333333332,Pit Bull,Chocolate/White,182.5,3,Large
Transfer,Dog,Intact Male,0.23333333333333334,Australian Cattle Dog,Tan/Brown,182.5,3,Medium
Return_to_owner,Dog,Neutered Male,12.166666666666666,Chesa Bay Retr,Chocolate/White,158.16666666666666,3,Large
Adoption,Cat,Neutered Male,2.0,Domestic Shorthair,Black/White,206.83333333333334,5,Medium
Transfer,Cat,Intact Female,0.4666666666666667,Domestic Shorthair,Lilac Point,206.83333333333334,5,Medium
Return_to_owner,Dog,Spayed Female,48.666666666666664,Labrador Retriever,Chocolate/White,158.16666666666666,5,Medium
Adoption,Dog,Spayed Female,3.0,Cavalier Span,White/Black,146.0,5,Small
Transfer,Cat,Intact Female,2.0,Domestic Medium Hair,Blue Tabby,206.83333333333334,5,Medium
Return_to_owner,Dog,Intact Male,12.166666666666666,Labrador Retriever,Yellow,158.16666666666666,5,Medium
Transfer,Cat,Intact Male,1.0,Domestic Shorthair,Brown Tabby,206.83333333333334,5,Medium
Transfer,Cat,Neutered Male,97.33333333333333,Domestic Shorthair,Black,206.83333333333334,5,Medium
Adoption,Dog,Neutered Male,24.333333333333332,Australian Cattle Dog,Black/White,182.5,3,Medium
Transfer,Cat,Neutered Male,9.0,Domestic Shorthair,Brown Tabby,206.83333333333334,5,Medium
Return_to_owner,Dog,Intact Male,36.5,Pit Bull,Tan,182.5,3,Large
Transfer,Dog,Intact Male,36.5,Jack Russell Terrier,White/Brown,194.66666666666666,5,Small
Return_to_owner,Dog,Spayed Female,36.5,Labrador Retriever,Tan,158.16666666666666,5,Medium
Adoption,Cat,Neutered Male,24.333333333333332,Domestic Shorthair,White,206.83333333333334,5,Medium
Adoption,Cat,Spayed Female,1.0,Domestic Shorthair,Brown Tabby/White,206.83333333333334,5,Medium
Return_to_owner,Dog,Neutered Male,97.33333333333333,Manchester Terrier,Black/Brown,194.66666666666666,5,Small
Transfer,Cat,Intact Male,0.9333333333333333,Domestic Shorthair,Blue Tabby/White,206.83333333333334,5,Medium
Return_to_owner,Dog,Intact Male,4.0,Labrador Retriever,Black,158.16666666666666,5,Medium
Transfer,Dog,Intact Male,36.5,Shih Tzu,Sable/White,170.33333333333334,5,Small
Adoption,Dog,Spayed Female,8.0,Boxer,Brown/Black,146.0,4,Medium
Adoption,Dog,Spayed Female,3.0,German Shepherd,Tan,146.0,5,Medium to Large
Transfer,Cat,Intact Male,2.0,Domestic Shorthair,Brown Tabby/White,206.83333333333334,5,Medium
Return_to_owner,Dog,Intact Male,12.166666666666666,American Staffordshire Terrier,White/Tan,170.33333333333334,3,Medium
Return_to_owner,Dog,Intact Female,12.166666666666666,Pit Bull,Blue/White,182.5,3,Large
Transfer,Cat,Neutered Male,24.333333333333332,Domestic Shorthair,Brown Tabby,206.83333333333334,5,Medium
Transfer,Cat,Intact Male,0.4666666666666667,Domestic Shorthair,Blue,206.83333333333334,5,Medium
Return_to_owner,Cat,Spayed Female,24.333333333333332,Domestic Medium Hair,Brown Tabby,206.83333333333334,5,Medium
Transfer,Dog,Intact Male,4.0,Great Dane,Blue/White,97.33333333333333,3,Giant
Transfer,Cat,Intact Female,0.4666666666666667,Domestic Shorthair,Calico,206.83333333333334,5,Medium
Transfer,Cat,Intact Male,2.0,Domestic Shorthair,Black,206.83333333333334,5,Medium
Adoption,Dog,Spayed Female,2.0,Manchester Terrier,Tricolor,194.66666666666666,5,Small
Transfer,Dog,Intact Female,85.16666666666667,Shih Tzu,Gray,170.33333333333334,5,Small
Euthanasia,Cat,Intact Male,12.166666666666666,Domestic Shorthair,Blue Tabby/White,206.83333333333334,5,Medium
Adoption,Dog,Spayed Female,2.0,Pit Bull,Brown Brindle/White,182.5,3,Large
Transfer,Dog,Neutered Male,12.166666666666666,Cairn Terrier,White,182.5,3,Small
Transfer,Dog,Neutered Male,12.166666666666666,Australian Cattle Dog,Blue Merle/Black,182.5,3,Medium
Return_to_owner,Dog,Neutered Male,12.166666666666666,Alaskan Husky,Red/Cream,231.16666666666666,5,Large
Return_to_owner,Dog,Spayed Female,73.0,Chihuahua Shorthair,Brown/White,219.0,5,Small
Transfer,Dog,Neutered Male,24.333333333333332,Pit Bull,Blue/White,182.5,3,Large
Transfer,Dog,Neutered Male,12.166666666666666,Labrador Retriever,Tan,158.16666666666666,5,Medium
Euthanasia,Dog,Intact Male,24.333333333333332,Chow Chow,Black,170.33333333333334,2,Medium
Euthanasia,Cat,Intact Male,1.0,Domestic Shorthair,Black,206.83333333333334,5,Medium
Adoption,Cat,Spayed Female,12.166666666666666,Domestic Shorthair,Tortie,206.83333333333334,5,Medium
Transfer,Dog,Intact Male,36.5,Chihuahua Shorthair,Tan,219.0,5,Small
Adoption,Cat,Spayed Female,12.166666666666666,Domestic Shorthair,Brown Tabby,206.83333333333334,5,Medium
Return_to_owner,Cat,Neutered Male,48.666666666666664,Siamese,Brown Tabby/White,182.5,5,Medium
Return_to_owner,Dog,Intact Male,48.666666666666664,Chihuahua Shorthair,Tan/White,219.0,5,Small
Adoption,Dog,Neutered Male,97.33333333333333,Miniature Poodle,Apricot,158.16666666666666,5,Small
Transfer,Cat,Intact Male,0.4666666666666667,Domestic Shorthair,Black,206.83333333333334,5,Medium
Transfer,Dog,Intact Female,12.166666666666666,St. Bernard,Tricolor,,,
Adoption,Dog,Spayed Female,24.333333333333332,Manchester Terrier,Black/Tan,194.66666666666666,5,Small
Return_to_owner,Dog,Neutered Male,36.5,Black Mouth Cur,Brown,194.66666666666666,4,Medium to Large
Transfer,Cat,Intact Male,0.9333333333333333,Domestic Shorthair,Black,206.83333333333334,5,Medium
Return_to_owner,Dog,Spayed Female,12.166666666666666,Labrador Retriever,Black/White,158.16666666666666,5,Medium
Return_to_owner,Dog,Neutered Male,24.333333333333332,Rottweiler,Black/Tan,12.166666666666666,3,Medium to Large
Transfer,Dog,Intact Male,1.0,Plott Hound,Black,170.33333333333334,3,Medium
Transfer,Dog,Spayed Female,85.16666666666667,Pit Bull,Brown/White,182.5,3,Large
Return_to_owner,Dog,Neutered Male,60.833333333333336,Chihuahua Shorthair,White/Cream,219.0,5,Small
Adoption,Dog,Spayed Female,12.166666666666666,Chihuahua Shorthair,Tricolor,219.0,5,Small
Adoption,Cat,Spayed Female,60.833333333333336,Domestic Shorthair,Blue,206.83333333333334,5,Medium
Adoption,Cat,Neutered Male,2.0,Domestic Shorthair,Orange Tabby/White,206.83333333333334,5,Medium
Return_to_owner,Dog,Neutered Male,12.166666666666666,Miniature Poodle,Tan,158.16666666666666,5,Small
Adoption,Dog,Spayed Female,36.5,Staffordshire,Chocolate/White,170.33333333333334,3,Medium
Euthanasia,Cat,Neutered Male,48.666666666666664,Domestic Shorthair,Black,206.83333333333334,5,Medium
Adoption,Cat,Neutered Male,8.0,Domestic Shorthair,Blue Tabby/White,206.83333333333334,5,Medium
Return_to_owner,Dog,Neutered Male,36.5,German Shepherd,Black/Tan,146.0,5,Medium to Large
Adoption,Dog,Spayed Female,24.333333333333332,Cardigan Welsh Corgi,Black/White,170.33333333333334,5,Medium
Return_to_owner,Dog,Spayed Female,12.166666666666666,Labrador Retriever,White,158.16666666666666,5,Medium
Adoption,Dog,Neutered Male,8.0,Pointer,Tricolor,182.5,5,Medium
Transfer,Cat,Spayed Female,12.166666666666666,Domestic Shorthair,Black/White,206.83333333333334,5,Medium
Transfer,Cat,Intact Male,0.23333333333333334,Domestic Shorthair,Brown Tabby,206.83333333333334,5,Medium
Transfer,Cat,Intact Female,0.4666666666666667,Domestic Shorthair,Tortie,206.83333333333334,5,Medium
Transfer,Cat,Intact Male,4.0,Domestic Shorthair,Black/White,206.83333333333334,5,Medium
Adoption,Dog,Spayed Female,24.333333333333332,Dachshund,Black/Brown,170.33333333333334,5,Small
Adoption,Dog,Spayed Female,73.0,Border Collie,Black/White,182.5,5,Medium
Adoption,Cat,Neutered Male,3.0,Domestic Longhair,Black,206.83333333333334,5,Medium
Adoption,Cat,Neutered Male,2.0,Domestic Longhair,Blue,206.83333333333334,5,Medium
Euthanasia,Dog,Intact Male,24.333333333333332,German Shepherd,Brown,146.0,5,Medium to Large
Euthanasia,Dog,Spayed Female,24.333333333333332,Pit Bull,White/Brown,182.5,3,Large
Return_to_owner,Dog,Spayed Female,24.333333333333332,Labrador Retriever,Black,158.16666666666666,5,Medium
Adoption,Dog,Spayed Female,2.0,Pit Bull,White/Brown Brindle,182.5,3,Large
Adoption,Dog,Spayed Female,1.0,Miniature Pinscher,Black/Tan,182.5,5,Small
Return_to_owner,Dog,Spayed Female,12.166666666666666,Australian Shepherd,Black/Tan,182.5,5,Medium
Adoption,Dog,Spayed Female,12.166666666666666,Rottweiler,Black/Tan,12.166666666666666,3,Medium to Large
Adoption,Cat,Spayed Female,109.5,Domestic Shorthair,Calico,206.83333333333334,5,Medium
Adoption,Dog,Neutered Male,6.0,German Shepherd,Buff/Black,146.0,5,Medium to Large
Adoption,Cat,Neutered Male,2.0,Domestic Shorthair,Blue,206.83333333333334,5,Medium
Adoption,Cat,Neutered Male,4.0,Snowshoe,Lilac Point,231.16666666666666,5,Medium
Transfer,Dog,Spayed Female,60.833333333333336,Australian Cattle Dog,White/Red,182.5,3,Medium
Return_to_owner,Dog,Neutered Male,60.833333333333336,Chihuahua Shorthair,Black/White,219.0,5,Small
Adoption,Dog,Spayed Female,5.0,Labrador Retriever,Yellow,158.16666666666666,5,Medium
Transfer,Cat,Neutered Male,36.5,Snowshoe,Seal Point,231.16666666666666,5,Medium
Adoption,Dog,Neutered Male,6.0,Chihuahua Shorthair,Black/White,219.0,5,Small
Transfer,Dog,Intact Female,5.0,Shih Tzu,Tan/Silver,170.33333333333334,5,Small
Adoption,Dog,Neutered Male,3.0,Labrador Retriever,Black,158.16666666666666,5,Medium
Transfer,Cat,Intact Male,0.4666666666666667,Domestic Shorthair,Brown Tabby/White,206.83333333333334,5,Medium
Euthanasia,Dog,Neutered Male,12.166666666666666,Whippet,Tan/Buff,182.5,5,Medium
Adoption,Dog,Spayed Female,73.0,English Bulldog,Tan/White,146.0,3,Small
Transfer,Cat,Intact Male,3.0,Domestic Shorthair,Brown Tabby,206.83333333333334,5,Medium
Transfer,Dog,Intact Female,0.0,Beagle,White,182.5,5,Small
Adoption,Dog,Spayed Female,1.0,Labrador Retriever,Black/White,158.16666666666666,5,Medium
Transfer,Cat,Intact Female,12.166666666666666,Domestic Medium Hair,Black/White,206.83333333333334,5,Medium
Adoption,Dog,Neutered Male,1.0,Pit Bull,Black/White,182.5,3,Large
Transfer,Dog,Intact Male,48.666666666666664,Golden Retriever,Tan,158.16666666666666,5,Medium to Large
Return_to_owner,Dog,Neutered Male,1.0,Dachshund Wirehair,Black,170.33333333333334,5,Small
Transfer,Dog,Spayed Female,5.0,Labrador Retriever,Tan,158.16666666666666,5,Medium
Transfer,Cat,Spayed Female,12.166666666666666,Domestic Shorthair,White/Black,206.83333333333334,5,Medium
Transfer,Dog,Neutered Male,24.333333333333332,Boxer,Brown/White,146.0,4,Medium
Transfer,Cat,Spayed Female,36.5,Angora,Calico,121.66666666666667,3,Small to Medium
Adoption,Cat,Spayed Female,2.0,Domestic Shorthair,Brown Tabby/White,206.83333333333334,5,Medium
Adoption,Dog,Spayed Female,60.833333333333336,Toy Poodle,Apricot,182.5,4,Small
Adoption,Cat,Spayed Female,2.0,Domestic Shorthair,Brown Tabby,206.83333333333334,5,Medium
Transfer,Cat,Intact Female,0.7,Domestic Medium Hair,Blue Tabby,206.83333333333334,5,Medium
Adoption,Cat,Spayed Female,2.0,Domestic Shorthair,Orange Tabby,206.83333333333334,5,Medium
Return_to_owner,Dog,Intact Female,5.0,German Shepherd,Black/Tan,146.0,5,Medium to Large
Adoption,Dog,Neutered Male,24.333333333333332,Labrador Retriever,Black,158.16666666666666,5,Medium
Return_to_owner,Dog,Intact Male,12.166666666666666,German Shepherd,Tan/Black,146.0,5,Medium to Large
Transfer,Dog,Neutered Male,24.333333333333332,Chihuahua Shorthair,Tan,219.0,5,Small
Transfer,Cat,Intact Female,2.0,Domestic Shorthair,Brown Tabby/White,206.83333333333334,5,Medium
Return_to_owner,Dog,Spayed Female,36.5,Pit Bull,Blue/White,182.5,3,Large
Return_to_owner,Dog,Neutered Male,60.833333333333336,German Shepherd,Brown/Black,146.0,5,Medium to Large
Adoption,Cat,Spayed Female,2.0,Domestic Shorthair,Brown Tabby,206.83333333333334,5,Medium
Euthanasia,Dog,Intact Female,12.166666666666666,German Shepherd,Brown/Black,146.0,5,Medium to Large
Return_to_owner,Dog,Neutered Male,12.166666666666666,Chihuahua Shorthair,Red/White,219.0,5,Small
Adoption,Dog,Neutered Male,1.0,American Bulldog,Brown Merle/White,182.5,3,Large
Transfer,Dog,Intact Male,0.9333333333333333,Blue Lacy,Red,182.5,4,Medium to Large
Adoption,Dog,Neutered Male,12.166666666666666,German Shepherd,Buff,146.0,5,Medium to Large
Return_to_owner,Dog,Neutered Male,9.0,Labrador Retriever,Red,158.16666666666666,5,Medium
Adoption,Cat,Spayed Female,2.0,Domestic Longhair,Black,206.83333333333334,5,Medium
Return_to_owner,Dog,Neutered Male,60.833333333333336,Pit Bull,White,182.5,3,Large
Adoption,Dog,Intact Male,1.0,Australian Shepherd,Buff/White,182.5,5,Medium
Transfer,Dog,Neutered Male,6.0,German Shepherd,Black,146.0,5,Medium to Large
Euthanasia,Cat,Intact Male,24.333333333333332,Domestic Medium Hair,Orange Tabby/White,206.83333333333334,5,Medium
Transfer,Cat,Intact Female,1.0,Domestic Shorthair,Brown Tabby/White,206.83333333333334,5,Medium
Euthanasia,Cat,Intact Male,48.666666666666664,Domestic Medium Hair,Black,206.83333333333334,5,Medium
Return_to_owner,Dog,Neutered Male,36.5,Alaskan Malamute,Sable,146.0,3,Large
Adoption,Dog,Spayed Female,24.333333333333332,Pit Bull,Brown Brindle,182.5,3,Large
Transfer,Cat,Intact Male,24.333333333333332,Domestic Shorthair,Brown Tabby/White,206.83333333333334,5,Medium
Adoption,Dog,Spayed Female,24.333333333333332,Australian Cattle Dog,White,182.5,3,Medium
Transfer,Cat,Neutered Male,48.666666666666664,Domestic Shorthair,Orange Tabby,206.83333333333334,5,Medium
Transfer,Dog,Neutered Male,24.333333333333332,Rat Terrier,White/Black,219.0,5,Small
Adoption,Dog,Neutered Male,24.333333333333332,German Shepherd,Tricolor,146.0,5,Medium to Large
Adoption,Dog,Neutered Male,6.0,Chihuahua Shorthair,Brown,219.0,5,Small
Euthanasia,Dog,Neutered Male,12.166666666666666,Border Collie,Black/White,182.5,5,Medium
Adoption,Cat,Neutered Male,5.0,Domestic Shorthair,Black,206.83333333333334,5,Medium
Return_to_owner,Cat,Spayed Female,12.166666666666666,Domestic Shorthair,Brown Tabby/White,206.83333333333334,5,Medium
Transfer,Cat,Spayed Female,24.333333333333332,Domestic Shorthair,Blue,206.83333333333334,5,Medium
Adoption,Dog,Neutered Male,4.0,Chihuahua Shorthair,Red/White,219.0,5,Small
Transfer,Cat,Intact Female,1.0,Domestic Medium Hair,Black,206.83333333333334,5,Medium
Transfer,Dog,Spayed Female,97.33333333333333,Lhasa Apso,Tan/White,182.5,5,Small
Transfer,Dog,Spayed Female,24.333333333333332,Dachshund,Red,170.33333333333334,5,Small
Return_to_owner,Dog,Intact Male,48.666666666666664,Pit Bull,Brown/White,182.5,3,Large
Adoption,Dog,Spayed Female,60.833333333333336,Chihuahua Shorthair,Brown,219.0,5,Small
Transfer,Dog,Intact Female,1.0,Miniature Poodle,Black/White,158.16666666666666,5,Small
Adoption,Cat,Spayed Female,5.0,Domestic Shorthair,Torbie,206.83333333333334,5,Medium
Transfer,Cat,Intact Female,2.0,Domestic Shorthair,Orange Tabby,206.83333333333334,5,Medium
Adoption,Cat,Spayed Female,5.0,Domestic Shorthair,Black Smoke,206.83333333333334,5,Medium
Adoption,Dog,Spayed Female,2.0,Australian Cattle Dog,Black/White,182.5,3,Medium
Adoption,Dog,Neutered Male,36.5,Border Collie,Black/White,182.5,5,Medium
Transfer,Dog,Intact Female,12.166666666666666,Whippet,Tan,182.5,5,Medium
Adoption,Dog,Neutered Male,1.0,American Staffordshire Terrier,Black/White,170.33333333333334,3,Medium
Transfer,Dog,Intact Male,36.5,Boxer,Brown/White,146.0,4,Medium
Transfer,Cat,Intact Female,12.166666666666666,Domestic Shorthair,Brown Tabby,206.83333333333334,5,Medium
Adoption,Cat,Neutered Male,2.0,Domestic Shorthair,Black,206.83333333333334,5,Medium
Transfer,Cat,Intact Male,6.0,Domestic Shorthair,Orange Tabby,206.83333333333334,5,Medium
Died,Cat,Intact Male,1.0,Domestic Shorthair,Black/White,206.83333333333334,5,Medium
Adoption,Dog,Neutered Male,73.0,Parson Russell Terrier,White/Tricolor,182.5,5,Medium
Euthanasia,Cat,Intact Female,12.166666666666666,Domestic Shorthair,Black,206.83333333333334,5,Medium
Adoption,Dog,Neutered Male,12.166666666666666,Dachshund,Brown Merle/Black,170.33333333333334,5,Small
Return_to_owner,Dog,Spayed Female,48.666666666666664,Standard Schnauzer,Silver,182.5,3,Medium
Transfer,Cat,Intact Male,0.9333333333333333,Domestic Shorthair,Brown Tabby,206.83333333333334,5,Medium
Adoption,Dog,Neutered Male,73.0,Boxer,Brown/White,146.0,4,Medium
Return_to_owner,Dog,Neutered Male,48.666666666666664,Labrador Retriever,Black/White,158.16666666666666,5,Medium
Return_to_owner,Dog,Intact Male,36.5,Pit Bull,Brown Brindle/White,182.5,3,Large
Transfer,Cat,Intact Female,0.7,Domestic Shorthair,Torbie,206.83333333333334,5,Medium
Adoption,Cat,Neutered Male,3.0,Domestic Shorthair,Black,206.83333333333334,5,Medium
Transfer,Dog,Neutered Male,5.0,Labrador Retriever,Black/Gray,158.16666666666666,5,Medium
Adoption,Dog,Neutered Male,2.0,Labrador Retriever,Black,158.16666666666666,5,Medium
Adoption,Dog,Neutered Male,3.0,Chihuahua Shorthair,Black/Tan,219.0,5,Small
Return_to_owner,Dog,Neutered Male,48.666666666666664,Rat Terrier,White/Tricolor,219.0,5,Small
Adoption,Dog,Neutered Male,12.166666666666666,Maltese,White,219.0,5,Small
Adoption,Cat,Spayed Female,12.166666666666666,Domestic Medium Hair,Calico,206.83333333333334,5,Medium
Adoption,Dog,Intact Male,2.0,Labrador Retriever,Brown/Cream,158.16666666666666,5,Medium
Return_to_owner,Dog,Neutered Male,60.833333333333336,Rottweiler,Black/Tan,12.166666666666666,3,Medium to Large
Transfer,Cat,Intact Female,36.5,Domestic Shorthair,Tortie,206.83333333333334,5,Medium
Adoption,Cat,Spayed Female,24.333333333333332,Domestic Shorthair,Blue Tabby,206.83333333333334,5,Medium
Adoption,Dog,Neutered Male,109.5,Dachshund,Black/Tan,170.33333333333334,5,Small
Return_to_owner,Dog,Neutered Male,24.333333333333332,Pit Bull,Black/White,182.5,3,Large
Transfer,Dog,Neutered Male,48.666666666666664,Maltese,White,219.0,5,Small
Transfer,Dog,Spayed Female,24.333333333333332,Rat Terrier,Tricolor,219.0,5,Small
Transfer,Cat,Intact Female,1.0,Domestic Shorthair,Orange Tabby/White,206.83333333333334,5,Medium
Adoption,Dog,Spayed Female,2.0,Mastiff,Black/White,121.66666666666667,2,Giant
Adoption,Cat,Neutered Male,12.166666666666666,Domestic Shorthair,Blue Tabby,206.83333333333334,5,Medium
Adoption,Cat,Neutered Male,2.0,Domestic Shorthair,Orange Tabby/White,206.83333333333334,5,Medium
Transfer,Cat,Intact Male,1.0,Domestic Shorthair,Black,206.83333333333334,5,Medium
Adoption,Cat,Neutered Male,2.0,Domestic Shorthair,Orange Tabby,206.83333333333334,5,Medium
Transfer,Cat,Spayed Female,7.0,Domestic Shorthair,Orange Tabby,206.83333333333334,5,Medium
Transfer,Dog,Spayed Female,12.166666666666666,Cocker Spaniel,Red,170.33333333333334,5,Medium
Adoption,Dog,Neutered Male,36.5,Boxer,White/Brown Brindle,146.0,4,Medium
Adoption,Dog,Spayed Female,1.0,Labrador Retriever,Black,158.16666666666666,5,Medium
Adoption,Cat,Neutered Male,2.0,Domestic Shorthair,Orange Tabby,206.83333333333334,5,Medium
Transfer,Dog,Intact Male,36.5,Pekingese,Buff,182.5,5,Small
Adoption,Dog,Spayed Female,2.0,Labrador Retriever,Blue/White,158.16666666666666,5,Medium
Transfer,Dog,Neutered Male,5.0,German Shepherd,White,146.0,5,Medium to Large
Transfer,Cat,Neutered Male,36.5,Domestic Shorthair,Blue Tabby,206.83333333333334,5,Medium
Return_to_owner,Dog,Intact Female,12.166666666666666,Pit Bull,Brown,182.5,3,Large
Adoption,Dog,Spayed Female,12.166666666666666,Pit Bull,Fawn,182.5,3,Large
Adoption,Dog,Neutered Male,2.0,Chihuahua Shorthair,Black,219.0,5,Small
Transfer,Dog,Spayed Female,7.0,Border Collie,Black/White,182.5,5,Medium
Adoption,Dog,Spayed Female,12.166666666666666,Chihuahua Longhair,Red/White,219.0,5,Small
Adoption,Dog,Spayed Female,36.5,Chihuahua Shorthair,Tan,219.0,5,Small
Adoption,Dog,Neutered Male,24.333333333333332,Jack Russell Terrier,White/Brown,194.66666666666666,5,Small
Adoption,Dog,Neutered Male,48.666666666666664,Dachshund Wirehair,Cream/Tan,170.33333333333334,5,Small
Transfer,Cat,Intact Female,109.5,Domestic Medium Hair,Brown Tabby,206.83333333333334,5,Medium
Adoption,Cat,Spayed Female,2.0,Domestic Shorthair,Cream Tabby,206.83333333333334,5,Medium
Adoption,Cat,Neutered Male,3.0,Domestic Shorthair,Brown Tabby/Black,206.83333333333334,5,Medium
